,10,14,21,22,23,25,27,29,31,32,11,17,20,24,26,28,30,33,34
10,127,380,546,277,284,192,378,364,772,857,140,587,789,766,275,281,734,936,395
14,380,313,659,451,431,368,471,495,857,941,368,738,862,848,448,410,852,1006,533
21,546,659,457,590,591,509,691,691,1003,999,538,853,768,976,572,581,990,1082,723
22,277,451,590,178,322,236,474,438,856,855,272,647,825,799,305,336,809,932,463
23,284,431,591,322,170,228,437,431,809,864,276,651,837,728,315,335,765,945,462
25,192,368,509,236,228,65,410,359,786,798,182,546,766,761,168,241,718,872,386
27,378,471,691,474,437,410,345,515,885,979,370,771,908,872,497,458,850,1051,548
29,364,495,691,438,431,359,515,298,904,935,358,731,899,880,426,393,847,988,360
31,772,857,1003,856,809,786,885,904,728,1196,765,946,1158,1051,863,807,999,1259,934
32,857,941,999,855,864,798,979,935,1196,768,856,1043,1127,1159,842,862,1194,935,955
11,140,368,538,272,276,182,370,358,765,856,118,572,786,764,268,273,734,935,389
17,587,738,853,647,651,546,771,731,946,1043,572,513,1010,947,621,598,946,1106,758
20,789,862,768,825,837,766,908,899,1158,1127,786,1010,724,1115,810,813,1163,1181,921
24,766,848,976,799,728,761,872,880,1051,1159,764,947,1115,700,841,748,1076,1211,900
26,275,448,572,305,315,168,497,426,863,842,268,621,810,841,152,326,778,910,447
28,281,410,581,336,335,241,458,393,807,862,273,598,813,748,326,184,774,924,419
30,734,852,990,809,765,718,850,847,999,1194,734,946,1163,1076,778,774,662,1259,879
33,936,1006,1082,932,945,872,1051,988,1259,935,935,1106,1181,1211,910,924,1259,852,1009
34,395,533,723,463,462,386,548,360,934,955,389,758,921,900,447,419,879,1009,335
