,10,14,21,22,23,25,27,29,31,32,11,17,20,24,26,28,30,33,34
10,22,410,619,300,151,131,368,312,549,907,23,783,903,745,289,28,609,958,341
14,410,408,873,624,510,482,620,614,850,1103,410,997,1089,980,600,413,894,1124,636
21,619,873,606,782,703,688,847,818,938,1225,614,1119,935,1135,803,610,1006,1257,820
22,300,624,782,278,394,363,599,550,738,1035,293,938,1038,907,503,284,812,1064,582
23,151,510,703,394,133,238,444,402,622,960,147,850,983,758,393,138,683,999,434
25,131,482,688,363,238,110,461,399,647,930,124,823,962,824,275,116,672,968,436
27,368,620,847,599,444,461,361,531,786,1119,367,988,1066,930,609,365,841,1154,557
29,312,614,818,550,402,399,531,306,802,1063,308,933,1075,920,528,310,802,1101,372
31,549,850,938,738,622,647,786,802,541,1139,545,1059,1133,970,799,546,856,1191,836
32,907,1103,1225,1035,960,930,1119,1063,1139,893,900,1259,1370,1273,1014,893,1218,1026,1084
11,23,410,614,293,147,124,367,308,545,900,15,775,901,743,282,21,602,953,339
17,783,997,1119,938,850,823,988,933,1059,1259,775,768,1297,1144,886,768,1076,1302,952
20,903,1089,935,1038,983,962,1066,1075,1133,1370,901,1297,901,1330,1058,905,1207,1397,1063
24,745,980,1135,907,758,824,930,920,970,1273,743,1144,1330,736,936,736,1070,1313,948
26,289,600,803,503,393,275,609,528,799,1014,282,886,1058,936,270,276,755,1039,571
28,28,413,610,284,138,116,365,310,546,893,21,768,905,736,276,6,602,940,341
30,609,894,1006,812,683,672,841,802,856,1218,602,1076,1207,1070,755,602,597,1266,817
33,958,1124,1257,1064,999,968,1154,1101,1191,1026,953,1302,1397,1313,1039,940,1266,940,1131
34,341,636,820,582,434,436,557,372,836,1084,339,952,1063,948,571,341,817,1131,337
