,10,14,21,22,23,25,27,29,31,32
11,9,1,4,0,0,0,0,1,0,7
17,4,225,215,181,40,43,147,152,64,195
20,22,267,776,233,106,37,270,242,119,442
24,17,237,296,126,226,25,260,252,67,425
26,3,43,49,39,7,94,25,30,18,46
28,2,65,76,39,15,6,49,38,21,72
30,0,87,69,57,19,20,58,58,49,56
33,24,152,319,102,113,14,255,259,73,826
34,8,143,170,75,56,16,128,505,41,231
