date,date_index,group
2018-01-10 08:12:30,143,"[33, 27, 32]"
2018-01-10 08:12:00,144,"[20, 27, 24, 21, 33, 32]"
2018-01-10 08:13:30,145,"[20, 21, 24]"
2018-01-10 08:13:30,145,"[33, 27, 32]"
2018-01-10 08:13:00,146,"[20, 27, 24, 33, 32]"
2018-01-10 08:14:30,147,"[20, 24]"
2018-01-10 08:14:30,147,"[33, 27, 32]"
2018-01-10 08:14:00,148,"[20, 21, 32, 24]"
2018-01-10 08:15:30,149,"[20, 21]"
2018-01-10 08:15:30,149,"[24, 33, 27, 32]"
2018-01-10 08:15:30,149,"[34, 14, 29]"
2018-01-10 08:15:00,150,"[20, 21]"
2018-01-10 08:15:00,150,"[24, 33, 27, 32]"
2018-01-10 08:15:00,150,"[34, 14, 29]"
2018-01-10 08:16:30,151,"[20, 21]"
2018-01-10 08:16:30,151,"[33, 27, 32]"
2018-01-10 08:16:30,151,"[34, 14, 29]"
2018-01-10 08:16:00,152,"[20, 21]"
2018-01-10 08:16:00,152,"[33, 27, 32]"
2018-01-10 08:16:00,152,"[34, 14, 29]"
2018-01-10 08:17:30,153,"[20, 21]"
2018-01-10 08:17:30,153,"[33, 27, 32]"
2018-01-10 08:17:30,153,"[34, 14, 29]"
2018-01-10 08:17:00,154,"[20, 21]"
2018-01-10 08:17:00,154,"[33, 27, 32]"
2018-01-10 08:18:30,155,"[20, 27, 21, 33, 32]"
2018-01-10 08:18:00,156,"[20, 14, 21]"
2018-01-10 08:18:00,156,"[33, 27, 32]"
2018-01-10 08:19:30,157,"[20, 27, 21, 14, 33, 32]"
2018-01-10 08:19:00,158,"[20, 21]"
2018-01-10 08:19:00,158,"[33, 27, 32]"
2018-01-10 08:20:30,159,"[20, 21]"
2018-01-10 08:20:30,159,"[33, 27, 32]"
2018-01-10 08:20:00,160,"[20, 21]"
2018-01-10 08:20:00,160,"[33, 27, 32]"
2018-01-10 08:21:30,161,"[20, 21]"
2018-01-10 08:22:30,163,"[20, 14, 21, 27]"
2018-01-10 08:23:00,166,"[20, 24]"
2018-01-10 08:23:00,166,"[14, 27]"
2018-01-10 08:24:30,167,"[20, 24]"
2018-01-10 08:24:00,168,"[20, 24]"
2018-01-10 08:25:30,169,"[20, 27, 24, 33, 32]"
2018-01-10 08:25:00,170,"[20, 21, 24]"
2018-01-10 08:26:30,171,"[20, 27, 24]"
2018-01-10 08:26:00,172,"[20, 27, 24]"
2018-01-10 08:27:30,173,"[20, 27, 24]"
2018-01-10 08:27:00,174,"[20, 27, 24]"
2018-01-10 08:28:30,175,"[20, 27, 10]"
2018-01-10 08:28:00,176,"[20, 27, 24]"
2018-01-10 08:29:30,177,"[20, 21, 24]"
2018-01-10 08:29:30,177,"[14, 27]"
2018-01-10 08:29:00,178,"[20, 21]"
2018-01-10 08:31:00,182,"[14, 27]"
2018-01-10 08:32:30,183,"[33, 32]"
2018-01-10 08:35:00,190,"[20, 21]"
2018-01-10 08:36:30,191,"[20, 21]"
2018-01-10 08:37:00,194,"[20, 21]"
2018-01-10 08:39:00,198,"[24, 27]"
2018-01-10 08:40:30,199,"[24, 27, 22, 33, 32]"
2018-01-10 08:40:00,200,"[24, 33, 32]"
2018-01-10 08:40:00,200,"[14, 22, 27]"
2018-01-10 08:41:30,201,"[24, 33, 32]"
2018-01-10 08:41:30,201,"[22, 27]"
2018-01-10 08:42:30,203,"[33, 27, 32]"
2018-01-10 08:42:00,204,"[14, 22, 27, 32]"
2018-01-10 08:43:30,205,"[33, 27, 32]"
2018-01-10 08:43:00,206,"[20, 27, 22, 21, 33, 32]"
2018-01-10 08:44:30,207,"[20, 21, 33, 32]"
2018-01-10 08:44:00,208,"[20, 33, 32]"
2018-01-10 08:44:00,208,"[14, 22, 27]"
2018-01-10 08:45:30,209,"[20, 21, 33, 32]"
2018-01-10 08:45:30,209,"[14, 22]"
2018-01-10 08:45:00,210,"[33, 32]"
2018-01-10 08:45:00,210,"[14, 22, 27]"
2018-01-10 08:46:30,211,"[33, 14, 22]"
2018-01-10 08:46:00,212,"[33, 32]"
2018-01-10 08:46:00,212,"[14, 22]"
2018-01-10 08:47:30,213,"[33, 22, 14, 32]"
2018-01-10 08:47:00,214,"[33, 32]"
2018-01-10 08:47:00,214,"[14, 22]"
2018-01-10 08:48:30,215,"[33, 32]"
2018-01-10 08:49:30,217,"[33, 32]"
2018-01-10 08:49:00,218,"[33, 32]"
2018-01-10 08:50:30,219,"[33, 32]"
2018-01-10 08:50:00,220,"[33, 32]"
2018-01-10 08:51:30,221,"[33, 32]"
2018-01-10 08:51:00,222,"[33, 32]"
2018-01-10 08:52:30,223,"[33, 32]"
2018-01-10 08:52:00,224,"[33, 32]"
2018-01-10 08:53:30,225,"[33, 32]"
2018-01-10 08:53:00,226,"[33, 32]"
2018-01-10 08:54:30,227,"[33, 32]"
2018-01-10 08:54:00,228,"[33, 32]"
2018-01-10 08:57:30,233,"[33, 32]"
2018-01-10 08:57:00,234,"[33, 32]"
2018-01-10 08:59:30,237,"[17, 27]"
2018-01-10 08:60:30,239,"[17, 27]"
2018-01-10 09:02:00,244,"[24, 33, 32]"
2018-01-10 09:03:30,245,"[24, 33, 32]"
2018-01-10 09:03:00,246,"[24, 29, 32]"
2018-01-10 09:04:30,247,"[33, 29, 32]"
2018-01-10 09:04:00,248,"[33, 29, 32]"
2018-01-10 09:05:30,249,"[33, 22, 32]"
2018-01-10 09:05:00,250,"[33, 14, 22]"
2018-01-10 09:06:30,251,"[33, 32]"
2018-01-10 09:06:30,251,"[14, 22]"
2018-01-10 09:06:00,252,"[33, 32]"
2018-01-10 09:08:30,255,"[33, 29, 34, 32]"
2018-01-10 09:09:30,257,"[33, 32]"
2018-01-10 09:09:00,258,"[33, 29, 34, 32]"
2018-01-10 09:10:30,259,"[33, 29, 34, 32]"
2018-01-10 09:10:00,260,"[33, 29, 34, 32]"
2018-01-10 09:11:30,261,"[33, 29, 34, 32]"
2018-01-10 09:11:00,262,"[20, 14]"
2018-01-10 09:11:00,262,"[33, 29, 34, 32]"
2018-01-10 09:12:30,263,"[20, 14, 21]"
2018-01-10 09:12:30,263,"[33, 29, 34, 32]"
2018-01-10 09:12:00,264,"[20, 21]"
2018-01-10 09:12:00,264,"[24, 29, 34, 33, 32]"
2018-01-10 09:13:30,265,"[20, 29, 24, 21, 14]"
2018-01-10 09:13:30,265,"[33, 32]"
2018-01-10 09:13:00,266,"[20, 14, 21]"
2018-01-10 09:13:00,266,"[24, 29, 34, 33, 32]"
2018-01-10 09:14:30,267,"[20, 14, 21, 24]"
2018-01-10 09:14:30,267,"[33, 29, 34, 32]"
2018-01-10 09:14:00,268,"[20, 14, 21]"
2018-01-10 09:14:00,268,"[33, 29, 34, 32]"
2018-01-10 09:15:30,269,"[20, 14, 21]"
2018-01-10 09:15:30,269,"[33, 29, 34, 32]"
2018-01-10 09:15:00,270,"[20, 14, 21]"
2018-01-10 09:15:00,270,"[33, 32]"
2018-01-10 09:15:00,270,"[34, 29]"
2018-01-10 09:16:30,271,"[20, 29, 22, 21, 14, 34, 33, 32]"
2018-01-10 09:16:00,272,"[20, 29, 24, 21, 14, 33, 32]"
