,10,14,21,22,23,25,27,29,31,32,11,17,20,24,26,28,30,33,34
10,289,1578,2314,1262,862,730,1441,1536,1663,3042,332,2316,3096,2562,1108,760,1759,3236,1579
14,1578,1411,2994,2117,1810,1731,2177,2307,2531,3564,1560,2959,3560,3138,2028,1732,2579,3699,2345
21,2314,2994,2172,2747,2538,2467,2903,2953,3089,3852,2302,3479,3146,3646,2704,2449,3221,3988,2973
22,1262,2117,2747,1016,1508,1341,2055,2139,2300,3344,1242,2747,3415,2964,1655,1448,2369,3507,2175
23,862,1810,2538,1508,606,1017,1662,1785,1921,3131,835,2553,3287,2503,1387,1107,2014,3321,1841
25,730,1731,2467,1341,1017,456,1686,1727,1911,3088,709,2418,3242,2750,910,990,1905,3288,1771
27,1441,2177,2903,2055,1662,1686,1282,2162,2375,3509,1416,2929,3502,3033,2016,1642,2477,3677,2210
29,1536,2307,2953,2139,1785,1727,2162,1379,2586,3547,1512,2975,3584,3137,2028,1709,2567,3670,1600
31,1663,2531,3089,2300,1921,1911,2375,2586,1517,3580,1633,3031,3674,3128,2252,1879,2347,3742,2650
32,3042,3564,3852,3344,3131,3088,3509,3547,3580,2876,3026,3922,4248,3986,3255,3166,3719,3329,3597
11,332,1560,2302,1242,835,709,1416,1512,1633,3026,262,2287,3100,2547,1088,739,1728,3229,1560
17,2316,2959,3479,2747,2553,2418,2929,2975,3031,3922,2287,2167,3995,3552,2628,2396,3054,4054,3001
20,3096,3560,3146,3415,3287,3242,3502,3584,3674,4248,3100,3995,3009,4096,3422,3178,3814,4343,3582
24,2562,3138,3646,2964,2503,2750,3033,3137,3128,3986,2547,3552,4096,2416,3009,2663,3282,4106,3165
26,1108,2028,2704,1655,1387,910,2016,2028,2252,3255,1088,2628,3422,3009,841,1366,2176,3438,2071
28,760,1732,2449,1448,1107,990,1642,1709,1879,3166,739,2396,3178,2663,1366,572,2022,3324,1764
30,1759,2579,3221,2369,2014,1905,2477,2567,2347,3719,1728,3054,3814,3282,2176,2022,1570,3874,2598
33,3236,3699,3988,3507,3321,3288,3677,3670,3742,3329,3229,4054,4343,4106,3438,3324,3874,3091,3743
34,1579,2345,2973,2175,1841,1771,2210,1600,2650,3597,1560,3001,3582,3165,2071,1764,2598,3743,1426
