,10,14,21,22,23,25,27,29,31,32,11,17,20,24,26,28,30,33,34
10,289,38,67,12,10,5,92,79,48,73,187,67,103,87,10,39,42,73,74
14,38,1411,267,224,76,97,196,161,289,159,23,426,464,279,169,173,316,194,172
21,67,267,2172,186,119,64,268,272,313,596,59,414,1732,454,124,158,220,575,272
22,12,224,186,1016,52,93,84,88,157,105,9,310,316,206,152,96,181,124,92
23,10,76,119,52,606,17,74,47,107,118,6,84,151,422,19,31,79,122,44
25,5,97,64,93,17,456,16,42,34,31,5,145,107,36,316,27,98,33,44
27,92,196,268,84,74,16,1282,316,155,373,97,220,415,376,49,81,150,442,301
29,79,161,272,88,47,42,316,1379,110,410,84,261,411,360,71,75,123,490,1090
31,48,289,313,157,107,34,155,110,1517,343,51,440,507,441,61,147,632,356,105
32,73,159,596,105,118,31,373,410,343,2876,56,447,911,773,114,95,198,2396,404
11,187,23,59,9,6,5,97,84,51,56,262,61,84,73,4,29,41,66,93
17,67,426,414,310,84,145,220,261,440,447,61,2167,692,599,293,207,479,489,257
20,103,464,1732,316,151,107,415,411,507,911,84,692,3009,763,231,225,391,912,435
24,87,279,454,206,422,36,376,360,441,773,73,599,763,2416,108,136,360,854,355
26,10,169,124,152,19,316,49,71,61,114,4,293,231,108,841,30,183,112,70
28,39,173,158,96,31,27,81,75,147,95,29,207,225,136,30,572,71,113,76
30,42,316,220,181,79,98,150,123,632,198,41,479,391,360,183,71,1570,250,136
33,73,194,575,124,122,33,442,490,356,2396,66,489,912,854,112,113,250,3091,465
34,74,172,272,92,44,44,301,1090,105,404,93,257,435,355,70,76,136,465,1426
