Dia,Macho,Hembra,Discrepancia
2018-01-21,20,32,56.47927654731296
2018-01-21,24,14,66.01855697092725
2018-01-21,24,21,71.382037966205
2018-01-21,24,22,82.42994717279156
2018-01-21,24,27,39.13796177371299
2018-01-21,24,29,24.194531390943812
2018-01-21,24,31,81.52680225856962
2018-01-21,24,32,27.557058393917842
2018-01-21,33,14,69.26122877423195
2018-01-21,33,21,65.70635737132163
2018-01-21,33,22,81.05637873331467
2018-01-21,33,27,27.037831534924578
2018-01-21,33,29,35.124188223932606
2018-01-21,33,31,83.97491116100518
2018-01-21,33,32,10.502475350231029
2018-01-21,34,14,53.95979340625158
2018-01-21,34,21,52.519167712014124
2018-01-21,34,22,59.80334912082549
2018-01-21,34,27,40.418656706948475
2018-01-21,34,29,11.009102232676934
2018-01-21,34,31,67.50363184558125
2018-01-21,34,32,38.12937254079201
2018-01-22,17,14,15.85618770617383
2018-01-22,17,21,48.620684838525044
2018-01-22,17,22,35.08141485067544
2018-01-22,17,25,34.513790390856755
2018-01-22,17,27,53.80135742348023
2018-01-22,17,29,67.4135657991092
2018-01-22,17,32,69.49897264396931
2018-01-22,20,14,54.84645276813455
2018-01-22,20,21,13.839182085768497
2018-01-22,20,22,67.88173686126258
2018-01-22,20,25,69.73030024372132
2018-01-22,20,27,27.063309593056417
2018-01-22,20,29,44.59652242027459
2018-01-22,20,32,38.25798451346628
2018-01-22,24,14,79.47656011940278
2018-01-22,24,21,43.46049284969792
2018-01-22,24,22,92.3165461547787
2018-01-22,24,25,92.41692842889829
2018-01-22,24,27,28.293580189104112
2018-01-22,24,29,28.142366993508244
2018-01-22,24,32,12.346654267634015
2018-01-22,26,14,17.063500786440812
2018-01-22,26,21,66.53815897994251
2018-01-22,26,22,19.842334592406665
2018-01-22,26,25,19.278501910093564
2018-01-22,26,27,72.3526807169934
2018-01-22,26,29,85.08573548027213
2018-01-22,26,32,87.84337375314084
2018-01-22,30,14,24.685734747574838
2018-01-22,30,21,73.64811870828206
2018-01-22,30,22,11.909294801721316
2018-01-22,30,25,12.062753907000266
2018-01-22,30,27,77.36744369245173
2018-01-22,30,29,88.63183714804025
2018-01-22,30,32,91.92469727219911
2018-01-22,33,14,75.42371027877066
2018-01-22,33,21,40.465561096880954
2018-01-22,33,22,88.55526163217084
2018-01-22,33,25,89.05257966514301
2018-01-22,33,27,27.627713524600622
2018-01-22,33,29,22.79082591403562
2018-01-22,33,32,11.450525086069455
2018-01-22,34,14,76.30627609746287
2018-01-22,34,21,50.359655155485115
2018-01-22,34,22,88.85245050446755
2018-01-22,34,25,88.71341403614196
2018-01-22,34,27,28.697959440544935
2018-01-22,34,29,8.191641242550663
2018-01-22,34,32,25.92397262552044
2018-01-23,17,14,50.80049686828105
2018-01-23,17,21,26.519685434025508
2018-01-23,17,22,50.121830196099815
2018-01-23,17,23,71.46016576956866
2018-01-23,17,27,53.03498502822098
2018-01-23,17,29,25.686033480190673
2018-01-23,17,32,42.47342059832645
2018-01-23,20,14,68.95620698370476
2018-01-23,20,21,23.249176582127262
2018-01-23,20,22,66.88743536970586
2018-01-23,20,23,59.764818825483935
2018-01-23,20,27,52.44269386327153
2018-01-23,20,29,28.029415084290033
2018-01-23,20,32,35.95979268172845
2018-01-23,24,14,51.358621545861624
2018-01-23,24,21,27.72770870230842
2018-01-23,24,22,50.10206704494898
2018-01-23,24,23,60.849727197196444
2018-01-23,24,27,68.50084425045615
2018-01-23,24,29,41.24189119853847
2018-01-23,24,32,51.848353027085615
2018-01-23,26,14,18.568231711671103
2018-01-23,26,21,53.770533141919266
2018-01-23,26,22,9.578893361159286
2018-01-23,26,23,71.30039792176063
2018-01-23,26,27,95.9050600958674
2018-01-23,26,29,69.5148901852016
2018-01-23,26,32,86.64733565248044
2018-01-23,30,14,11.108564994062595
2018-01-23,30,21,58.42846043785443
2018-01-23,30,22,14.963111791511787
2018-01-23,30,23,74.96045675508685
2018-01-23,30,27,97.7654137362939
2018-01-23,30,29,72.38923887721863
2018-01-23,30,32,89.24495662061551
2018-01-23,33,14,87.31351445795801
2018-01-23,33,21,46.688369276191956
2018-01-23,33,22,87.34454606984632
2018-01-23,33,23,79.15296308186073
2018-01-23,33,27,28.667771293799017
2018-01-23,33,29,22.024317036439452
2018-01-23,33,32,9.323322439686601
2018-01-23,34,14,62.41188592604973
2018-01-23,34,21,30.59651702776054
2018-01-23,34,22,62.63647212662876
2018-01-23,34,23,75.63148384288075
2018-01-23,34,27,38.045669157922305
2018-01-23,34,29,10.723628966960431
2018-01-23,34,32,29.308943185604363
2018-01-24,17,14,14.169917499052312
2018-01-24,17,21,48.7319562275876
2018-01-24,17,22,23.765703748258865
2018-01-24,17,25,25.15617590139623
2018-01-24,17,27,89.7133156544035
2018-01-24,17,29,36.709628408329124
2018-01-24,17,32,92.77061150873455
2018-01-24,20,14,35.43725199263113
2018-01-24,20,21,23.051614868059705
2018-01-24,20,22,45.686042500516265
2018-01-24,20,25,45.24419139629428
2018-01-24,20,27,50.08937760144908
2018-01-24,20,29,10.824364496358863
2018-01-24,20,32,52.8407806544575
2018-01-24,24,14,47.00460364438441
2018-01-24,24,21,36.88885470034894
2018-01-24,24,22,58.846188136933506
2018-01-24,24,25,59.017353218551904
2018-01-24,24,27,44.33223861418831
2018-01-24,24,29,18.61099330537983
2018-01-24,24,32,49.13056368583952
2018-01-24,26,14,17.54919488746728
2018-01-24,26,21,51.96829293663321
2018-01-24,26,22,24.774067490687703
2018-01-24,26,25,26.56789635282285
2018-01-24,26,27,92.3323766317501
2018-01-24,26,29,39.28209215010176
2018-01-24,26,32,95.4682165086983
2018-01-24,30,14,11.176302269502196
2018-01-24,30,21,52.9112660381949
2018-01-24,30,22,11.546655268309495
2018-01-24,30,25,10.858209303465502
2018-01-24,30,27,94.58979578963597
2018-01-24,30,29,43.15699945505169
2018-01-24,30,32,97.53986538589783
2018-01-24,33,14,79.80704204285905
2018-01-24,33,21,38.50113993145222
2018-01-24,33,22,89.58175295153504
2018-01-24,33,25,88.88360937503437
2018-01-24,33,27,11.785974320446755
2018-01-24,33,29,47.960686098533316
2018-01-24,33,32,11.950395522995965
2018-01-24,34,14,37.65564626002813
2018-01-24,34,21,25.034171758435292
2018-01-24,34,22,49.38706690914268
2018-01-24,34,25,49.673431961110616
2018-01-24,34,27,48.51043349658272
2018-01-24,34,29,10.864724390553521
2018-01-24,34,32,51.19015252766421
2018-01-25,17,14,22.929210280349256
2018-01-25,17,21,68.21514707205723
2018-01-25,17,22,33.548193016482294
2018-01-25,17,25,26.4967404980379
2018-01-25,17,27,27.150031508730176
2018-01-25,17,29,71.02464641114834
2018-01-25,17,32,70.96659838947178
2018-01-25,20,14,71.85743107204769
2018-01-25,20,21,16.51500367839702
2018-01-25,20,22,80.22347330561814
2018-01-25,20,25,78.55673218798468
2018-01-25,20,27,43.65693888730216
2018-01-25,20,29,10.505117034757685
2018-01-25,20,32,15.416640368198497
2018-01-25,24,14,58.50178541516722
2018-01-25,24,21,21.298959906911183
2018-01-25,24,22,69.20797221937033
2018-01-25,24,25,65.61063113225234
2018-01-25,24,27,31.42968450710378
2018-01-25,24,29,19.43118130357554
2018-01-25,24,32,24.178810819694153
2018-01-25,26,14,12.789904378095155
2018-01-25,26,21,75.53481042438925
2018-01-25,26,22,22.589308815310673
2018-01-25,26,25,13.061810200184565
2018-01-25,26,27,30.555126523395103
2018-01-25,26,29,78.42251780235404
2018-01-25,26,32,78.41776672534154
2018-01-25,30,14,14.997671699113926
2018-01-25,30,21,80.51797646193776
2018-01-25,30,22,9.278700122671044
2018-01-25,30,25,10.940798220294948
2018-01-25,30,27,37.562516578113964
2018-01-25,30,29,83.85387176119399
2018-01-25,30,32,84.00193357517564
2018-01-25,33,14,73.84753660496042
2018-01-25,33,21,17.690375978330515
2018-01-25,33,22,82.54022469228383
2018-01-25,33,25,80.54788261162876
2018-01-25,33,27,45.46098049564322
2018-01-25,33,29,11.230232588891544
2018-01-25,33,32,9.513188102106797
2018-01-25,34,14,77.72282236481747
2018-01-25,34,21,11.739353326484194
2018-01-25,34,22,86.12602344289503
2018-01-25,34,25,84.46659528012101
2018-01-25,34,27,50.15651750010407
2018-01-25,34,29,6.594795240098536
2018-01-25,34,32,17.28881767980409
