Dia,Macho,Hembra,Discrepancia
2018-01-12,11,27,19.38102603287858
2018-01-12,11,29,33.940488471693335
2018-01-12,11,31,37.425648728953725
2018-01-12,11,32,48.22576663943309
2018-01-12,17,10,28.900391748346543
2018-01-12,17,14,34.88215258402641
2018-01-12,17,21,44.19473581256693
2018-01-12,17,22,38.65068444686449
2018-01-12,17,23,57.26239492518561
2018-01-12,17,27,32.18077677726157
2018-01-12,17,29,25.04528891572577
2018-01-12,17,31,30.20974243281766
2018-01-12,17,32,50.38578761414669
2018-01-12,20,10,23.837305129528655
2018-01-12,20,14,47.59041888702311
2018-01-12,20,21,21.129391028633577
2018-01-12,20,22,53.00579044658546
2018-01-12,20,23,32.948390241758226
2018-01-12,20,27,14.228859668322425
2018-01-12,20,29,36.21193893958793
2018-01-12,20,31,24.707201513607462
2018-01-12,20,32,60.53454463930101
2018-01-12,24,10,30.93110661159203
2018-01-12,24,14,68.54000250604429
2018-01-12,24,21,55.58453042901004
2018-01-12,24,22,70.13431350630063
2018-01-12,24,23,68.05345712402386
2018-01-12,24,27,52.00406680022779
2018-01-12,24,29,22.239662843141456
2018-01-12,24,31,61.51648805157749
2018-01-12,24,32,18.137047548651445
2018-01-12,28,10,37.9107990271653
2018-01-12,28,14,32.04362894420627
2018-01-12,28,21,34.98618828221653
2018-01-12,28,22,33.938408129427685
2018-01-12,28,23,44.70939040036181
2018-01-12,28,27,26.738061888656574
2018-01-12,28,29,42.315028064110585
2018-01-12,28,31,23.842524327532306
2018-01-12,28,32,67.19176225923225
2018-01-12,30,10,45.527096577617996
2018-01-12,30,14,28.710846367066168
2018-01-12,30,21,37.392403584258574
2018-01-12,30,22,31.7710072097917
2018-01-12,30,23,43.6533412790678
2018-01-12,30,27,30.60310696222068
2018-01-12,30,29,51.51436398177245
2018-01-12,30,31,12.740420297881908
2018-01-12,30,32,77.70263549639219
2018-01-12,33,10,39.416553606147644
2018-01-12,33,14,72.13015280315801
2018-01-12,33,21,66.03381567174478
2018-01-12,33,22,74.66864178987738
2018-01-12,33,23,77.70142363250335
2018-01-12,33,27,61.108718915659566
2018-01-12,33,29,29.634770079069163
2018-01-12,33,31,70.74222589091299
2018-01-12,33,32,9.055029270804765
2018-01-12,34,10,25.22917202809533
2018-01-12,34,14,61.710987242682805
2018-01-12,34,21,49.94470548128216
2018-01-12,34,22,64.13469469267135
2018-01-12,34,23,62.69347018939722
2018-01-12,34,27,44.25721238636356
2018-01-12,34,29,16.36207524794567
2018-01-12,34,31,53.41175660667938
2018-01-12,34,32,27.326697051225462
2018-01-13,17,14,20.530473509797872
2018-01-13,17,21,49.37951283791297
2018-01-13,17,22,17.043739487677605
2018-01-13,17,23,67.46734653991791
2018-01-13,17,25,7.812114298695672
2018-01-13,17,27,76.42368836559054
2018-01-13,17,29,37.59362574988045
2018-01-13,17,31,27.826135727707456
2018-01-13,17,32,78.7014838538898
2018-01-13,20,14,42.108065078983834
2018-01-13,20,21,16.591952731730036
2018-01-13,20,22,40.63806701657936
2018-01-13,20,23,47.89922869771176
2018-01-13,20,25,43.58523624908434
2018-01-13,20,27,50.73176457424411
2018-01-13,20,29,11.851162772792913
2018-01-13,20,31,26.432984053781023
2018-01-13,20,32,56.713123089401506
2018-01-13,24,14,56.40641672988445
2018-01-13,24,21,31.279119088270903
2018-01-13,24,22,56.56730609900996
2018-01-13,24,23,58.057208137337625
2018-01-13,24,25,59.32007390232934
2018-01-13,24,27,29.76447537255905
2018-01-13,24,29,25.285599393141716
2018-01-13,24,31,47.15265271669205
2018-01-13,24,32,34.4371602920296
2018-01-13,26,14,17.15713627221249
2018-01-13,26,21,43.362632473344824
2018-01-13,26,22,21.25811305004947
2018-01-13,26,23,60.41817720664591
2018-01-13,26,25,14.669377743984146
2018-01-13,26,27,73.98939320167025
2018-01-13,26,29,31.293476857522563
2018-01-13,26,31,20.88339709685005
2018-01-13,26,32,77.57371245829466
2018-01-13,28,14,30.47329317118556
2018-01-13,28,21,50.910835105179196
2018-01-13,28,22,14.312554477723632
2018-01-13,28,23,66.12375567002447
2018-01-13,28,25,19.348325900676443
2018-01-13,28,27,80.86259389328175
2018-01-13,28,29,47.920544706917134
2018-01-13,28,31,34.79716231088885
2018-01-13,28,32,82.69152016213181
2018-01-13,30,14,31.777903997416512
2018-01-13,30,21,27.244270619289967
2018-01-13,30,22,18.77038346232989
2018-01-13,30,23,40.752342393752805
2018-01-13,30,25,27.866796897950625
2018-01-13,30,27,76.98750077248133
2018-01-13,30,29,37.40412107427975
2018-01-13,30,31,20.001953626094053
2018-01-13,30,32,82.36390929777289
2018-01-13,33,14,82.3706105057641
2018-01-13,33,21,63.48955074192247
2018-01-13,33,22,83.07369043583545
2018-01-13,33,23,85.87863851984625
2018-01-13,33,25,82.8890648151408
2018-01-13,33,27,20.413665543037997
2018-01-13,33,29,57.089104941449605
2018-01-13,33,31,80.89537923587754
2018-01-13,33,32,8.277467938823603
2018-01-13,34,14,48.263151994313944
2018-01-13,34,21,33.69881476351576
2018-01-13,34,22,52.646387993390235
2018-01-13,34,23,65.41512638718791
2018-01-13,34,25,51.3175858869108
2018-01-13,34,27,33.244032175722765
2018-01-13,34,29,23.19739438903981
2018-01-13,34,31,44.81365495731543
2018-01-13,34,32,35.591016625301734
2018-01-14,17,14,13.239398710559616
2018-01-14,17,21,38.36969237586898
2018-01-14,17,22,26.0007903884317
2018-01-14,17,23,57.60782252165628
2018-01-14,17,25,20.231747588361113
2018-01-14,17,27,31.260605798120856
2018-01-14,17,32,87.33580065228432
2018-01-14,20,14,27.15357007842943
2018-01-14,20,21,26.674800751064897
2018-01-14,20,22,21.51231247965452
2018-01-14,20,23,46.24633310885353
2018-01-14,20,25,26.185435789474397
2018-01-14,20,27,26.60696641851174
2018-01-14,20,32,90.76470048603112
2018-01-14,26,14,10.53515295295527
2018-01-14,26,21,36.36051177779937
2018-01-14,26,22,24.197756372024653
2018-01-14,26,23,56.76403773826066
2018-01-14,26,25,16.13745343839402
2018-01-14,26,27,32.40471250519934
2018-01-14,26,32,89.43902353568023
2018-01-14,33,14,89.88305455035204
2018-01-14,33,21,89.85161797651503
2018-01-14,33,22,91.24395873213035
2018-01-14,33,23,92.81651642043046
2018-01-14,33,25,88.36942197582452
2018-01-14,33,27,69.13985000989967
2018-01-14,33,32,8.135296454691062
2018-01-15,17,14,12.2642632041301
2018-01-15,17,21,75.66375326603409
2018-01-15,17,22,28.090884909577955
2018-01-15,17,25,30.20984933641951
2018-01-15,17,27,54.42624427657865
2018-01-15,17,31,20.867679302327115
2018-01-15,17,32,86.01490235096793
2018-01-15,20,14,63.84117678283475
2018-01-15,20,21,32.8253364433022
2018-01-15,20,22,68.85648341253777
2018-01-15,20,25,70.0108365876483
2018-01-15,20,27,23.060618876947096
2018-01-15,20,31,65.18686614633529
2018-01-15,20,32,27.09081819605972
2018-01-15,24,14,32.751709827757864
2018-01-15,24,21,49.850567131551685
2018-01-15,24,22,39.13523766919537
2018-01-15,24,25,40.716444925953546
2018-01-15,24,27,32.5836312768205
2018-01-15,24,31,33.773650359236655
2018-01-15,24,32,56.2102834012119
2018-01-15,26,14,17.934224712823777
2018-01-15,26,21,73.09683726943268
2018-01-15,26,22,25.78923155473617
2018-01-15,26,25,26.94166816797015
2018-01-15,26,27,51.83390627894833
2018-01-15,26,31,19.241675310173758
2018-01-15,26,32,83.42174441611441
2018-01-15,28,14,42.73816322535689
2018-01-15,28,21,44.53319608670257
2018-01-15,28,22,49.30710137093824
2018-01-15,28,25,50.76609160509914
2018-01-15,28,27,25.296373018169433
2018-01-15,28,31,44.67269055192203
2018-01-15,28,32,46.27764367342554
2018-01-15,33,14,86.32326194315804
2018-01-15,33,21,35.39006190243599
2018-01-15,33,22,87.08237782039747
2018-01-15,33,25,87.2607643234684
2018-01-15,33,27,39.16922793142979
2018-01-15,33,31,86.45302941293139
2018-01-15,33,32,7.12278220125247
2018-01-16,11,10,31.322419325178412
2018-01-16,11,14,73.57821692722156
2018-01-16,11,21,35.82745717799824
2018-01-16,11,22,74.631459582443
2018-01-16,11,23,37.041041198534884
2018-01-16,11,27,53.998260416394274
2018-01-16,11,29,68.84115876082802
2018-01-16,11,31,59.33084800933719
2018-01-16,11,32,61.81713320045626
2018-01-16,17,10,33.08230741333942
2018-01-16,17,14,23.110820900731824
2018-01-16,17,21,53.12765305746373
2018-01-16,17,22,32.51867144432256
2018-01-16,17,23,64.23912274755743
2018-01-16,17,27,16.920650258797558
2018-01-16,17,29,23.488100437966068
2018-01-16,17,31,14.295097430524
2018-01-16,17,32,61.57463932350451
2018-01-16,20,10,27.943813046982058
2018-01-16,20,14,50.9207441219081
2018-01-16,20,21,29.095807526355994
2018-01-16,20,22,54.53739964303735
2018-01-16,20,23,42.35829221120878
2018-01-16,20,27,24.603934589779648
2018-01-16,20,29,42.81139849272505
2018-01-16,20,31,39.764469884923436
2018-01-16,20,32,35.762941632501025
2018-01-16,24,10,23.666126898448972
2018-01-16,24,14,43.01796330603575
2018-01-16,24,21,34.63493806887526
2018-01-16,24,22,44.85431702196941
2018-01-16,24,23,45.972357534770794
2018-01-16,24,27,18.889378253660126
2018-01-16,24,29,38.64191673760066
2018-01-16,24,31,30.490917439514693
2018-01-16,24,32,40.202182299939466
2018-01-16,26,10,43.04197483048706
2018-01-16,26,14,18.903076606170014
2018-01-16,26,21,58.58203128494382
2018-01-16,26,22,43.85008792694317
2018-01-16,26,23,65.96366491985296
2018-01-16,26,27,24.36265962661416
2018-01-16,26,29,19.3539301439106
2018-01-16,26,31,16.505906387315445
2018-01-16,26,32,63.55950221320163
2018-01-16,30,10,49.25455724124746
2018-01-16,30,14,45.306347844501815
2018-01-16,30,21,69.22766976883071
2018-01-16,30,22,16.155067094909313
2018-01-16,30,23,79.65077330478417
2018-01-16,30,27,50.40916971262865
2018-01-16,30,29,51.84449228798426
2018-01-16,30,31,41.3564500208503
2018-01-16,30,32,76.66782948380062
2018-01-16,33,10,52.16570431835922
2018-01-16,33,14,67.07057849175759
2018-01-16,33,21,38.394396660101684
2018-01-16,33,22,70.49593889987507
2018-01-16,33,23,44.90151721616417
2018-01-16,33,27,45.2488094711383
2018-01-16,33,29,49.627020697123505
2018-01-16,33,31,59.25028996648039
2018-01-16,33,32,7.616744507019418
2018-01-16,34,10,46.56830783020208
2018-01-16,34,14,32.20979693753245
2018-01-16,34,21,65.50744747639973
2018-01-16,34,22,39.14837548374354
2018-01-16,34,23,77.50066611058483
2018-01-16,34,27,30.146032207851338
2018-01-16,34,29,18.242441916554277
2018-01-16,34,31,27.584001169345086
2018-01-16,34,32,49.715278699753526
2018-01-17,17,14,15.80621575787196
2018-01-17,17,21,78.77859770813313
2018-01-17,17,22,21.151958439668956
2018-01-17,17,23,89.82065054183408
2018-01-17,17,25,15.515026756386408
2018-01-17,17,27,81.66727736783469
2018-01-17,17,29,82.03621411391867
2018-01-17,17,31,53.71993402849648
2018-01-17,17,32,83.20435116907785
2018-01-17,20,14,71.7414118915919
2018-01-17,20,21,21.214301610349118
2018-01-17,20,22,74.63384200172129
2018-01-17,20,23,55.46746189377729
2018-01-17,20,25,75.24799319203193
2018-01-17,20,27,35.99225943674548
2018-01-17,20,29,46.905117833075835
2018-01-17,20,31,36.17547178028025
2018-01-17,20,32,23.59644972445323
2018-01-17,24,14,60.04188417661152
2018-01-17,24,21,35.74349141442271
2018-01-17,24,22,65.04779439114706
2018-01-17,24,23,45.939047993663415
2018-01-17,24,25,65.32395222868479
2018-01-17,24,27,37.12883544184188
2018-01-17,24,29,73.12602807767054
2018-01-17,24,31,53.328504463347635
2018-01-17,24,32,42.31065963945867
2018-01-17,26,14,8.771375020434979
2018-01-17,26,21,80.26999097943813
2018-01-17,26,22,24.501503048434518
2018-01-17,26,23,91.42339455801931
2018-01-17,26,25,19.03885410114738
2018-01-17,26,27,83.12667527610213
2018-01-17,26,29,82.17195420784334
2018-01-17,26,31,54.31540199279233
2018-01-17,26,32,84.61586534764626
2018-01-17,28,14,90.82912401082106
2018-01-17,28,21,57.83928833543255
2018-01-17,28,22,91.98139140668067
2018-01-17,28,23,92.87041687247462
2018-01-17,28,25,91.98861459972963
2018-01-17,28,27,73.37011549852865
2018-01-17,28,29,20.389636105721397
2018-01-17,28,31,39.48764521857124
2018-01-17,28,32,47.721761238216594
2018-01-17,30,14,31.838253044277774
2018-01-17,30,21,76.27561708927927
2018-01-17,30,22,14.6628527010086
2018-01-17,30,23,86.9443667270461
2018-01-17,30,25,15.102040228820135
2018-01-17,30,27,80.14975080196855
2018-01-17,30,29,84.5321074368687
2018-01-17,30,31,55.79434690631282
2018-01-17,30,32,83.45653450586673
2018-01-17,33,14,83.03023300751937
2018-01-17,33,21,28.292453803437724
2018-01-17,33,22,84.7126128199691
2018-01-17,33,23,61.73825965957016
2018-01-17,33,25,85.30813849196556
2018-01-17,33,27,41.05935226678872
2018-01-17,33,29,37.021267531209695
2018-01-17,33,31,40.072173054833044
2018-01-17,33,32,9.883467303307853
2018-01-17,34,14,75.99004575937694
2018-01-17,34,21,54.70720793862414
2018-01-17,34,22,79.84632884306092
2018-01-17,34,23,93.04448239362661
2018-01-17,34,25,78.0161456382268
2018-01-17,34,27,70.70154334682574
2018-01-17,34,29,11.891883160368511
2018-01-17,34,31,28.337635363440196
2018-01-17,34,32,42.7427832660686
2018-01-18,17,14,72.33214267564873
2018-01-18,17,21,25.535606049036925
2018-01-18,17,22,69.43961529652574
2018-01-18,17,23,85.26887444920331
2018-01-18,17,25,66.41239905226729
2018-01-18,17,27,44.87450581546385
2018-01-18,17,29,21.21109015031955
2018-01-18,17,31,16.93682885310776
2018-01-18,17,32,30.621025615830476
2018-01-18,20,14,76.46243374540848
2018-01-18,20,21,23.439903298101214
2018-01-18,20,22,69.22738329627437
2018-01-18,20,23,72.39481458711093
2018-01-18,20,25,66.46105261571552
2018-01-18,20,27,28.39900851181004
2018-01-18,20,29,18.983963473276784
2018-01-18,20,31,20.000078933626387
2018-01-18,20,32,19.679815537166345
2018-01-18,24,14,88.95088808108703
2018-01-18,24,21,23.345992476939156
2018-01-18,24,22,84.65425747340947
2018-01-18,24,23,78.85715525281194
2018-01-18,24,25,81.18567342012352
2018-01-18,24,27,39.476262854048485
2018-01-18,24,29,31.134071271250598
2018-01-18,24,31,18.474118847097312
2018-01-18,24,32,21.07517539371585
2018-01-18,26,14,36.463883853007935
2018-01-18,26,21,64.47033326414514
2018-01-18,26,22,22.982604062131145
2018-01-18,26,23,74.66554472779613
2018-01-18,26,25,23.192495683118295
2018-01-18,26,27,59.24937244634083
2018-01-18,26,29,42.83858877434575
2018-01-18,26,31,58.57817587620266
2018-01-18,26,32,66.21806430077207
2018-01-18,28,14,75.79789520099403
2018-01-18,28,21,48.53075693996977
2018-01-18,28,22,57.51949910280203
2018-01-18,28,23,48.71526360187107
2018-01-18,28,25,57.87528852290896
2018-01-18,28,27,42.441006539632326
2018-01-18,28,29,48.31382092802631
2018-01-18,28,31,56.15876126931418
2018-01-18,28,32,47.92112227692707
2018-01-18,30,14,62.703734958422054
2018-01-18,30,21,35.9302339836153
2018-01-18,30,22,46.39054287839301
2018-01-18,30,23,68.21799303365844
2018-01-18,30,25,44.78370251900042
2018-01-18,30,27,40.12049137090207
2018-01-18,30,29,20.246763630806566
2018-01-18,30,31,31.115281938641527
2018-01-18,30,32,35.57528719313171
2018-01-18,33,14,85.20159296224783
2018-01-18,33,21,20.864450685319955
2018-01-18,33,22,75.92234639751506
2018-01-18,33,23,64.77508448232639
2018-01-18,33,25,73.10646853212324
2018-01-18,33,27,24.530870644261103
2018-01-18,33,29,29.263749289965524
2018-01-18,33,31,26.794684922782142
2018-01-18,33,32,8.01218965700881
2018-01-18,34,14,73.93169876817535
2018-01-18,34,21,26.805471386755997
2018-01-18,34,22,63.788371378951744
2018-01-18,34,23,76.16180972417898
2018-01-18,34,25,61.58540233882659
2018-01-18,34,27,39.23804757304561
2018-01-18,34,29,13.792617517326649
2018-01-18,34,31,11.47479917962314
2018-01-18,34,32,31.62340923231216
2018-01-19,17,14,79.06148549050516
2018-01-19,17,21,43.993496877913316
2018-01-19,17,22,76.88393295728262
2018-01-19,17,23,80.36971168739268
2018-01-19,17,27,48.21527296567314
2018-01-19,17,29,24.867100210030575
2018-01-19,17,31,24.9368113818835
2018-01-19,17,32,19.66750717442472
2018-01-19,20,14,78.47374385953503
2018-01-19,20,21,23.732090072509347
2018-01-19,20,22,72.53251032143191
2018-01-19,20,23,59.61321896179969
2018-01-19,20,27,29.497167435264583
2018-01-19,20,29,28.47665082423201
2018-01-19,20,31,45.551772057707666
2018-01-19,20,32,20.039998593770928
2018-01-19,24,14,87.5397969870553
2018-01-19,24,21,43.49033824525785
2018-01-19,24,22,86.80065364392753
2018-01-19,24,23,78.15764041839898
2018-01-19,24,27,44.90239382292188
2018-01-19,24,29,28.387447073331902
2018-01-19,24,31,22.035213181250896
2018-01-19,24,32,14.940000862557612
2018-01-19,30,14,96.1596842402244
2018-01-19,30,21,61.386319160882216
2018-01-19,30,22,97.25400765137756
2018-01-19,30,23,92.75296111826471
2018-01-19,30,27,62.188543000619354
2018-01-19,30,29,39.74902066189448
2018-01-19,30,31,5.336130406486993
2018-01-19,30,32,37.14941278077061
2018-01-19,33,14,87.16419338726806
2018-01-19,33,21,36.4063572752119
2018-01-19,33,22,85.86596489772673
2018-01-19,33,23,71.19646833151499
2018-01-19,33,27,37.460187696059556
2018-01-19,33,29,32.55618264107141
2018-01-19,33,31,28.087459128084767
2018-01-19,33,32,7.991621003834936
2018-01-19,34,14,72.32486381651044
2018-01-19,34,21,38.5080973912461
2018-01-19,34,22,66.92771088755548
2018-01-19,34,23,74.20357439599897
2018-01-19,34,27,43.04826654598074
2018-01-19,34,29,9.10214257137356
2018-01-19,34,31,35.63315095872289
2018-01-19,34,32,30.310400056875412
2018-01-20,17,10,50.485201180236494
2018-01-20,17,14,20.02248066502836
2018-01-20,17,21,50.929233439840424
2018-01-20,17,22,47.06189914134436
2018-01-20,17,23,77.56961413880954
2018-01-20,17,25,40.88549088963305
2018-01-20,17,27,55.86794187629776
2018-01-20,17,29,65.69916874692329
2018-01-20,17,31,52.958959892551704
2018-01-20,17,32,67.09687428524286
2018-01-20,20,10,49.883914923825834
2018-01-20,20,14,45.767013183297
2018-01-20,20,21,21.296300846086066
2018-01-20,20,22,81.45458121913121
2018-01-20,20,23,65.661732264623
2018-01-20,20,25,77.10167690894043
2018-01-20,20,27,42.56831584871008
2018-01-20,20,29,34.39866299804214
2018-01-20,20,31,24.414619104474298
2018-01-20,20,32,22.61013278956837
2018-01-20,24,10,60.80020633895088
2018-01-20,24,14,54.22861186311372
2018-01-20,24,21,30.33064887223312
2018-01-20,24,22,86.4715289278828
2018-01-20,24,23,74.50619860322169
2018-01-20,24,25,83.92446472462126
2018-01-20,24,27,46.86062537346401
2018-01-20,24,29,25.784270118044656
2018-01-20,24,31,20.758878617110238
2018-01-20,24,32,12.111940267402618
2018-01-20,26,10,57.606781177800315
2018-01-20,26,14,34.898583067608726
2018-01-20,26,21,62.91317929664601
2018-01-20,26,22,30.322925281509534
2018-01-20,26,23,83.90441239510442
2018-01-20,26,25,27.038370465563823
2018-01-20,26,27,68.36391314540715
2018-01-20,26,29,72.39795144497346
2018-01-20,26,31,59.842249879745744
2018-01-20,26,32,77.00657802948456
2018-01-20,28,10,64.9948131423573
2018-01-20,28,14,42.293768925756275
2018-01-20,28,21,71.34469878038007
2018-01-20,28,22,53.21710539897369
2018-01-20,28,23,87.77713656647258
2018-01-20,28,25,50.2693869717222
2018-01-20,28,27,73.25987121231367
2018-01-20,28,29,76.16453357257657
2018-01-20,28,31,63.83419605063726
2018-01-20,28,32,81.53454709417211
2018-01-20,30,10,72.43925607693157
2018-01-20,30,14,52.48951045342447
2018-01-20,30,21,37.355742984143184
2018-01-20,30,22,78.43982688124652
2018-01-20,30,23,88.71439275223905
2018-01-20,30,25,76.70893268752617
2018-01-20,30,27,64.80995796827838
2018-01-20,30,29,27.783075880583315
2018-01-20,30,31,19.415603048841923
2018-01-20,30,32,33.14402508993244
2018-01-20,33,10,60.52642988530606
2018-01-20,33,14,60.68764029773423
2018-01-20,33,21,28.704783643319253
2018-01-20,33,22,91.68611438082208
2018-01-20,33,23,69.87181805612704
2018-01-20,33,25,88.9266744251098
2018-01-20,33,27,44.37082297446786
2018-01-20,33,29,34.60937302301617
2018-01-20,33,31,27.541663472528207
2018-01-20,33,32,12.018733648328618
2018-01-20,34,10,71.84608178244176
2018-01-20,34,14,53.91904459921385
2018-01-20,34,21,40.6194263345314
2018-01-20,34,22,80.81786733670093
2018-01-20,34,23,91.0579461191005
2018-01-20,34,25,79.72186430446646
2018-01-20,34,27,64.67623730956137
2018-01-20,34,29,14.757730737458846
2018-01-20,34,31,14.834783173316632
2018-01-20,34,32,30.50104619669754
2018-01-21,17,14,23.12868588975714
2018-01-21,17,21,50.77745530002471
2018-01-21,17,22,27.60365566949855
2018-01-21,17,27,58.76956689484304
2018-01-21,17,29,57.674591497223545
2018-01-21,17,31,21.021362268043912
2018-01-21,17,32,68.43295301314654
2018-01-21,20,14,50.944598262479104
2018-01-21,20,21,19.08544352645914
2018-01-21,20,22,42.14913352422531
2018-01-21,20,27,43.91473461642566
2018-01-21,20,29,47.31042255721078
2018-01-21,20,31,59.685141145485076
