,10,14,21,22,23,25,27,29,31,32,11,17,20,24,26,28,30,33,34
10,3582,21,111,3,17,2,236,118,58,74,469,61,186,138,7,57,48,70,102
14,21,16835,205,182,51,86,203,146,309,59,9,392,406,229,121,263,393,91,150
21,111,205,23645,105,157,21,265,258,354,605,101,448,4416,504,81,189,246,708,323
22,3,182,105,9320,29,81,48,69,116,37,0,279,195,137,133,75,223,63,66
23,17,51,157,29,6475,6,104,29,74,104,13,55,203,956,18,25,65,124,57
25,2,86,21,81,6,3594,4,31,17,15,3,110,52,10,486,14,102,17,25
27,236,203,265,48,104,4,17823,652,163,446,200,351,513,583,16,47,151,479,684
29,118,146,258,69,29,31,652,18465,86,612,146,338,521,393,57,68,133,730,4242
31,58,309,354,116,74,17,163,86,20561,508,30,990,727,919,35,163,2188,561,87
32,74,59,605,37,104,15,446,612,508,37808,68,464,1154,963,26,54,319,6508,609
11,469,9,101,0,13,3,200,146,30,68,2792,40,101,96,3,26,45,52,157
17,61,392,448,279,55,110,351,338,990,464,40,26871,845,892,170,443,865,556,396
20,186,406,4416,195,203,52,513,521,727,1154,101,845,44929,962,107,323,507,1213,567
24,138,229,504,137,956,10,583,393,919,963,96,892,962,32805,41,118,696,1041,355
26,7,121,81,133,18,486,16,57,35,26,3,170,107,41,7672,16,142,41,49
28,57,263,189,75,25,14,47,68,163,54,26,443,323,118,16,7916,81,50,113
30,48,393,246,223,65,102,151,133,2188,319,45,865,507,696,142,81,20549,348,158
33,70,91,708,63,124,17,479,730,561,6508,52,556,1213,1041,41,50,348,43213,696
34,102,150,323,66,57,25,684,4242,87,609,157,396,567,355,49,113,158,696,18647
