,10,14,21,22,23,25,27,29,31,32
11,225,3,44,0,0,1,56,72,17,33
17,22,89,143,50,3,12,130,109,58,110
20,68,46,1550,36,4,21,175,318,100,310
24,23,18,58,19,81,2,157,112,62,151
26,10,16,55,48,0,172,2,31,19,11
28,12,72,45,44,4,5,4,12,100,23
30,65,77,62,88,7,49,29,9,278,18
33,44,34,323,16,23,5,64,251,117,1826
34,61,26,186,29,4,9,201,1479,16,194
