,10,14,21,22,23,25,27,29,31,32,11,17,20,24,26,28,30,33,34
10,361,1952,2846,1526,1058,879,1825,1924,2100,3810,412,2889,3931,3236,1364,959,2212,4056,1983
14,1952,1743,3726,2621,2256,2125,2738,2892,3186,4524,1919,3715,4545,3960,2522,2159,3240,4683,2958
21,2846,3726,2661,3390,3143,3016,3619,3703,3863,4878,2817,4375,3988,4628,3342,3041,4027,5061,3739
22,1526,2621,3390,1213,1822,1614,2550,2657,2856,4203,1486,3414,4338,3728,2019,1771,2947,4415,2699
23,1058,2256,3143,1822,739,1225,2089,2230,2420,3938,1011,3192,4182,3155,1710,1382,2532,4175,2302
25,879,2125,3016,1614,1225,531,2104,2132,2373,3862,829,3004,4099,3447,1115,1206,2366,4103,2196
27,1825,2738,3619,2550,2089,2104,1622,2734,3026,4456,1784,3708,4475,3860,2532,2093,3148,4666,2796
29,1924,2892,3703,2657,2230,2132,2734,1726,3281,4502,1886,3741,4577,3977,2525,2158,3253,4665,2021
31,2100,3186,3863,2856,2420,2373,3026,3281,1909,4543,2057,3820,4703,3990,2816,2371,2981,4760,3358
32,3810,4524,4878,4203,3938,3862,4456,4502,4543,3598,3781,4976,5461,5085,4100,4000,4725,4225,4575
11,412,1919,2817,1486,1011,829,1784,1886,2057,3781,310,2836,3927,3208,1321,920,2165,4039,1946
17,2889,3715,4375,3414,3192,3004,3708,3741,3820,4976,2836,2694,5109,4507,3295,3010,3867,5155,3794
20,3931,4545,3988,4338,4182,4099,4475,4577,4703,5461,3927,5109,3814,5266,4343,4044,4872,5577,4584
24,3236,3960,4628,3728,3155,3447,3860,3977,3990,5085,3208,4507,5266,3043,3789,3376,4175,5240,4022
26,1364,2522,3342,2019,1710,1115,2532,2525,2816,4100,1321,3295,4343,3789,1027,1689,2718,4317,2594
28,959,2159,3041,1771,1382,1206,2093,2158,2371,4000,920,3010,4044,3376,1689,720,2554,4200,2218
30,2212,3240,4027,2947,2532,2366,3148,3253,2981,4725,2165,3867,4872,4175,2718,2554,1973,4920,3295
33,4056,4683,5061,4415,4175,4103,4666,4665,4760,4225,4039,5155,5577,5240,4317,4200,4920,3866,4753
34,1983,2958,3739,2699,2302,2196,2796,2021,3358,4575,1946,3794,4584,4022,2594,2218,3295,4753,1789
