,10,14,21,22,23,25,27,29,31,32,11,17,20,24,26,28,30,33,34
10,3582,19518,26076,12773,9863,7146,20296,21022,23124,40516,4549,29272,46869,35413,11156,10559,23389,45645,21299
14,19518,16835,37326,25001,22060,19894,30197,31070,34408,50078,18822,39911,54900,44256,23669,22570,34446,54527,31871
21,26076,37326,23645,31225,28956,26610,37756,38423,40805,53836,25624,45419,50792,51087,29842,29647,41562,58666,38580
22,12773,25001,31225,9320,15311,12497,25948,26555,28856,44210,12021,34082,50870,39835,16210,16543,28701,49365,26783
23,9863,22060,28956,15311,6475,9943,22625,23438,26060,41936,9112,32296,49068,34329,13982,14021,26043,46992,23532
25,7146,19894,26610,12497,9943,3594,21263,21520,23831,40412,6374,29763,47540,35944,9051,11367,23567,45563,21722
27,20296,30197,37756,25948,22625,21263,17823,31766,34833,50932,19596,40572,55472,45035,25015,24169,35662,55578,32196
29,21022,31070,38423,26555,23438,21520,31766,18465,36819,51038,20242,40971,56671,46104,25111,24044,36513,55487,24699
31,23124,34408,40805,28856,26060,23831,34833,36819,20561,52409,22386,41897,58642,46000,27739,26806,33662,57388,37336
32,40516,50078,53836,44210,41936,40412,50932,51038,52409,37808,39976,57120,69051,60497,43107,44124,53934,53318,51257
11,4549,18822,25624,12021,9112,6374,19596,20242,22386,39976,2792,28539,46655,34874,10419,9804,22632,45311,20537
17,29272,39911,45419,34082,32296,29763,40572,40971,41897,57120,28539,26871,62414,51472,33131,31684,42399,61366,41229
20,46869,54900,50792,50870,49068,47540,55472,56671,58642,69051,46655,62414,44929,66704,50381,49209,59631,72798,56826
24,35413,44256,51087,39835,34329,35944,45035,46104,46000,60497,34874,51472,66704,32805,39294,38319,47559,64489,46529
26,11156,23669,29842,16210,13982,9051,25015,25111,27739,43107,10419,33131,50381,39294,7672,15375,27133,48000,25364
28,10559,22570,29647,16543,14021,11367,24169,24044,26806,44124,9804,31684,49209,38319,15375,7916,27641,49086,24413
30,23389,34446,41562,28701,26043,23567,35662,36513,33662,53934,22632,42399,59631,47559,27133,27641,20549,58318,36565
33,45645,54527,58666,49365,46992,45563,55578,55487,57388,53318,45311,61366,72798,64489,48000,49086,58318,43213,56055
34,21299,31871,38580,26783,23532,21722,32196,24699,37336,51257,20537,41229,56826,46529,25364,24413,36565,56055,18647
