,10,14,21,22,23,25,27,29,31,32
11,5,0,4,0,0,0,0,1,0,4
17,2,129,118,116,19,18,75,70,35,94
20,16,157,397,139,52,24,119,115,56,238
24,10,120,153,74,129,19,130,108,30,218
26,3,19,24,22,0,33,11,8,10,13
28,1,47,53,29,7,2,34,30,13,47
30,0,66,40,37,6,7,32,40,30,28
33,19,86,179,62,59,9,155,119,28,471
34,4,68,79,31,13,5,67,257,14,110
