,10,14,21,22,23,25,27,29,31,32,11,17,20,24,26,28,30,33,34
10,22,10,5,0,4,0,12,8,9,6,14,3,18,11,0,0,4,3,10
14,10,408,84,49,16,26,70,23,82,50,2,128,146,84,67,1,99,54,23
21,5,84,606,41,24,13,73,44,132,158,1,147,536,122,39,0,96,155,69
22,0,49,41,278,10,21,11,9,74,38,0,82,78,62,36,0,61,53,6
23,4,16,24,10,133,5,20,5,35,13,1,22,32,104,7,0,29,12,8
25,0,26,13,21,5,110,6,6,2,14,0,52,26,1,94,0,32,16,3
27,12,70,73,11,20,6,361,109,85,87,6,70,115,112,12,0,69,107,117
29,8,23,44,9,5,6,109,306,22,94,6,68,71,73,14,0,40,106,257
31,9,82,132,74,35,2,85,22,541,156,6,189,208,226,8,0,255,158,20
32,6,50,158,38,13,14,87,94,156,893,5,210,271,222,38,1,100,775,105
11,14,2,1,0,1,0,6,6,6,5,15,2,11,7,0,0,4,0,8
17,3,128,147,82,22,52,70,68,189,210,2,768,243,236,136,4,218,190,80
20,18,146,536,78,32,26,115,71,208,271,11,243,901,194,73,1,169,263,111
24,11,84,122,62,104,1,112,73,226,222,7,236,194,736,36,5,163,227,74
26,0,67,39,36,7,94,12,14,8,38,0,136,73,36,270,0,105,52,11
28,0,1,0,0,0,0,0,0,0,1,0,4,1,5,0,6,0,1,0
30,4,99,96,61,29,32,69,40,255,100,4,218,169,163,105,0,597,112,54
33,3,54,155,53,12,16,107,106,158,775,0,190,263,227,52,1,112,940,107
34,10,23,69,6,8,3,117,257,20,105,8,80,111,74,11,0,54,107,337
