,10,14,21,22,23,25,27,29,31,32,11,17,20,24,26,28,30,33,34
10,41,3,14,3,1,1,2,3,0,23,7,2,20,14,1,1,0,22,4
14,3,609,131,137,49,23,89,113,28,95,1,196,223,190,36,55,84,114,114
21,14,131,849,124,70,23,140,113,73,241,3,181,740,224,41,64,58,244,122
22,3,137,124,424,24,17,63,65,44,56,0,169,210,102,35,31,54,72,65
23,1,49,70,24,267,9,25,36,23,76,0,33,87,212,6,6,16,83,27
25,1,23,23,17,9,123,5,13,8,8,0,37,32,22,82,4,13,11,12
27,2,89,140,63,25,5,537,98,41,201,0,112,218,203,18,44,47,210,102
29,3,113,113,65,36,13,98,582,35,190,1,121,175,207,23,34,53,210,486
31,0,28,73,44,23,8,41,35,178,46,0,52,106,50,16,17,45,51,29
32,23,95,241,56,76,8,201,190,46,929,4,136,367,346,26,56,38,790,178
11,7,1,3,0,0,0,0,1,0,4,13,0,3,6,0,0,0,3,1
17,2,196,181,169,33,37,112,121,52,136,0,716,277,190,73,67,86,173,112
20,20,223,740,210,87,32,218,175,106,367,3,277,1136,353,67,98,87,372,181
24,14,190,224,102,212,22,203,207,50,346,6,190,353,892,42,65,95,370,210
26,1,36,41,35,6,82,18,23,16,26,0,73,67,42,199,10,23,26,18
28,1,55,64,31,6,4,44,34,17,56,0,67,98,65,10,202,1,64,24
30,0,84,58,54,16,13,47,53,45,38,0,86,87,95,23,1,273,61,48
33,22,114,244,72,83,11,210,210,51,790,3,173,372,370,26,64,61,968,196
34,4,114,122,65,27,12,102,486,29,178,1,112,181,210,18,24,48,196,609
