,10,14,21,22,23,25,27,29,31,32
11,61,10,2,0,0,0,64,25,9,13
17,7,35,52,9,11,18,21,5,144,98
20,4,100,266,20,35,8,82,38,151,134
24,9,47,76,36,109,0,74,18,177,138
26,0,9,6,8,0,18,0,0,4,11
28,2,42,22,5,13,0,30,16,47,12
30,3,64,61,16,35,5,61,8,220,50
33,15,30,70,6,14,5,91,67,88,430
34,19,13,20,4,9,0,72,153,30,59
