,10,14,21,22,23,25,27,29,31,32
11,200,42,72,12,8,7,107,98,65,67
17,77,484,504,353,106,172,265,302,493,552
20,116,544,1893,397,179,134,505,516,589,1068
24,102,352,560,245,473,52,452,417,517,922
26,14,196,161,176,24,346,56,88,77,143
28,58,198,188,109,43,30,100,99,169,114
30,48,361,271,203,99,108,184,158,684,263
33,100,270,748,184,161,57,510,578,430,2529
34,86,205,335,107,59,48,349,1154,129,484
