,10,14,21,22,23,25,27,29,31,32
11,469,9,101,0,13,3,200,146,30,68
17,61,392,448,279,55,110,351,338,990,464
20,186,406,4416,195,203,52,513,521,727,1154
24,138,229,504,137,956,10,583,393,919,963
26,7,121,81,133,18,486,16,57,35,26
28,57,263,189,75,25,14,47,68,163,54
30,48,393,246,223,65,102,151,133,2188,319
33,70,91,708,63,124,17,479,730,561,6508
34,102,150,323,66,57,25,684,4242,87,609
