,10,14,21,22,23,25,27,29,31,32
11,514,93,150,8,21,7,268,243,133,132
17,191,1036,1077,670,187,295,612,727,1259,1238
20,317,1236,4968,767,393,212,1218,1189,1378,2601
24,222,772,1164,476,1221,67,1059,1012,1304,2055
26,19,349,297,298,40,754,101,156,120,237
28,159,537,430,221,92,53,207,277,424,225
30,122,871,517,391,211,203,424,337,1840,589
33,199,515,1517,301,333,95,1197,1355,1022,7227
34,222,435,690,211,157,94,901,3332,263,1116
